Sales Person,Country,Product,Date,Amount,Boxes Shipped
Gigi Bohling,UK,70% Dark Bites,21/06/2022,US$840.00 ,81
Jehu Rudeforth,Australia,Peanut Butter Cubes,24/06/2022,"US$5,691.00 ",38
Marney O'Breen,India,Eclairs,13/01/2022,"US$3,472.00 ",96
Curtice Advani,Canada,Fruit & Nut Bars,04/04/2022,"US$4,193.00 ",195
Kaine Padly,UK,Smooth Sliky Salty,08/06/2022,"US$9,016.00 ",554
Karlen McCaffrey,Canada,Spicy Special Slims,02/08/2022,"US$6,328.00 ",47
Kelci Walkden,USA,Organic Choco Syrup,21/07/2022,"US$9,870.00 ",152
Curtice Advani,India,Spicy Special Slims,20/06/2022,US$161.00 ,134
Roddy Speechley,India,After Nines,22/06/2022,"US$2,576.00 ",112
Camilla Castle,Australia,Caramel Stuffed Bars,02/05/2022,"US$3,178.00 ",16
Curtice Advani,Australia,99% Dark & Pure,07/01/2022,"US$4,676.00 ",84
Mallorie Waber,UK,50% Dark Bites,21/02/2022,"US$5,502.00 ",99
Ches Bonnell,Canada,Baker's Choco Chips,21/03/2022,"US$7,462.00 ",371
Van Tuxwell,UK,Drinking Coco,04/04/2022,"US$5,803.00 ",136
Gunar Cockshoot,Canada,Fruit & Nut Bars,24/03/2022,"US$13,888.00 ",203
Gunar Cockshoot,New Zealand,Spicy Special Slims,28/06/2022,"US$6,867.00 ",183
Gunar Cockshoot,Australia,Drinking Coco,14/01/2022,"US$2,317.00 ",195
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,07/02/2022,"US$1,218.00 ",135
Dennison Crosswaite,New Zealand,Drinking Coco,11/01/2022,"US$4,109.00 ",197
Jehu Rudeforth,India,99% Dark & Pure,25/02/2022,"US$1,953.00 ",242
Dotty Strutley,Australia,Mint Chip Choco,01/08/2022,"US$6,790.00 ",25
Roddy Speechley,Australia,Mint Chip Choco,05/05/2022,"US$6,797.00 ",252
Madelene Upcott,New Zealand,Raspberry Choco,18/05/2022,"US$9,226.00 ",415
Dotty Strutley,New Zealand,Choco Coated Almonds,04/01/2022,"US$5,733.00 ",348
Roddy Speechley,New Zealand,50% Dark Bites,09/05/2022,"US$4,312.00 ",211
Rafaelita Blaksland,India,Smooth Sliky Salty,06/05/2022,"US$1,638.00 ",81
Husein Augar,UK,White Choc,13/01/2022,"US$10,815.00 ",145
Roddy Speechley,Australia,Almond Choco,24/06/2022,"US$4,466.00 ",74
Van Tuxwell,USA,Caramel Stuffed Bars,14/02/2022,US$987.00 ,21
Camilla Castle,Australia,99% Dark & Pure,18/01/2022,"US$4,669.00 ",101
Kaine Padly,India,Milk Bars,02/05/2022,"US$2,905.00 ",91
Ches Bonnell,Australia,Smooth Sliky Salty,16/05/2022,"US$7,490.00 ",54
Mallorie Waber,USA,Almond Choco,28/01/2022,"US$6,986.00 ",368
Kaine Padly,Canada,99% Dark & Pure,24/06/2022,"US$1,288.00 ",409
Oby Sorrel,UK,After Nines,18/07/2022,"US$2,345.00 ",104
Gunar Cockshoot,UK,Eclairs,13/04/2022,"US$3,619.00 ",164
Dotty Strutley,USA,Caramel Stuffed Bars,15/04/2022,"US$16,982.00 ",76
Jan Morforth,India,Peanut Butter Cubes,04/01/2022,"US$8,092.00 ",178
Husein Augar,Australia,Eclairs,04/07/2022,"US$6,993.00 ",31
Beverie Moffet,USA,Smooth Sliky Salty,24/03/2022,"US$2,317.00 ",352
Camilla Castle,Australia,Manuka Honey Choco,17/03/2022,US$637.00 ,169
Oby Sorrel,Australia,Almond Choco,15/02/2022,"US$6,034.00 ",223
Jan Morforth,USA,Orange Choco,29/06/2022,US$980.00 ,146
Gigi Bohling,USA,Fruit & Nut Bars,24/05/2022,"US$2,821.00 ",112
Mallorie Waber,UK,Milk Bars,10/01/2022,"US$3,563.00 ",284
Curtice Advani,USA,Raspberry Choco,15/03/2022,"US$2,996.00 ",139
Marney O'Breen,Canada,Milk Bars,08/02/2022,"US$2,436.00 ",309
Brien Boise,India,Caramel Stuffed Bars,25/02/2022,"US$1,540.00 ",100
Gunar Cockshoot,USA,Eclairs,03/05/2022,"US$6,916.00 ",42
Roddy Speechley,USA,Fruit & Nut Bars,14/06/2022,"US$5,509.00 ",24
Gunar Cockshoot,India,50% Dark Bites,09/08/2022,"US$12,992.00 ",83
Wilone O'Kielt,New Zealand,Manuka Honey Choco,11/07/2022,"US$3,724.00 ",234
Kaine Padly,UK,Manuka Honey Choco,14/01/2022,"US$7,133.00 ",118
Van Tuxwell,Canada,Manuka Honey Choco,24/02/2022,"US$8,617.00 ",46
Wilone O'Kielt,New Zealand,Almond Choco,15/03/2022,"US$9,198.00 ",144
Oby Sorrel,New Zealand,Baker's Choco Chips,25/04/2022,"US$11,823.00 ",47
Dennison Crosswaite,Australia,Organic Choco Syrup,10/05/2022,"US$5,775.00 ",41
Marney O'Breen,Australia,Spicy Special Slims,23/06/2022,"US$13,125.00 ",275
Beverie Moffet,Canada,Smooth Sliky Salty,28/02/2022,"US$14,287.00 ",370
Brien Boise,USA,Organic Choco Syrup,25/05/2022,"US$16,233.00 ",138
Roddy Speechley,New Zealand,Baker's Choco Chips,22/02/2022,"US$5,313.00 ",215
Van Tuxwell,UK,85% Dark Bars,11/07/2022,"US$3,577.00 ",134
Marney O'Breen,Canada,Spicy Special Slims,03/01/2022,"US$3,528.00 ",336
Rafaelita Blaksland,New Zealand,70% Dark Bites,24/08/2022,US$679.00 ,280
Beverie Moffet,USA,50% Dark Bites,28/07/2022,"US$2,450.00 ",352
Brien Boise,USA,Mint Chip Choco,25/05/2022,"US$10,577.00 ",150
Karlen McCaffrey,New Zealand,Eclairs,06/05/2022,"US$2,597.00 ",177
Barr Faughny,India,Drinking Coco,28/01/2022,"US$2,219.00 ",142
Marney O'Breen,UK,Orange Choco,06/06/2022,"US$11,319.00 ",12
Brien Boise,New Zealand,Baker's Choco Chips,12/07/2022,"US$5,978.00 ",24
Ches Bonnell,Canada,Spicy Special Slims,05/08/2022,"US$5,327.00 ",183
Brien Boise,USA,Orange Choco,28/01/2022,"US$6,020.00 ",147
Kaine Padly,India,Spicy Special Slims,31/08/2022,"US$5,614.00 ",137
Mallorie Waber,USA,50% Dark Bites,19/04/2022,"US$1,736.00 ",13
Mallorie Waber,UK,Mint Chip Choco,29/06/2022,"US$6,384.00 ",2
Beverie Moffet,India,Choco Coated Almonds,24/02/2022,"US$3,577.00 ",261
Madelene Upcott,UK,Smooth Sliky Salty,04/03/2022,"US$14,539.00 ",84
Gigi Bohling,India,Eclairs,21/06/2022,"US$3,493.00 ",68
Rafaelita Blaksland,Australia,Organic Choco Syrup,26/01/2022,US$994.00 ,105
Oby Sorrel,New Zealand,White Choc,10/06/2022,"US$4,361.00 ",40
Andria Kimpton,UK,Drinking Coco,23/05/2022,"US$1,554.00 ",65
Kelci Walkden,India,Milk Bars,15/04/2022,US$966.00 ,107
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,31/01/2022,"US$5,334.00 ",227
Andria Kimpton,New Zealand,Organic Choco Syrup,04/03/2022,"US$4,935.00 ",39
Barr Faughny,New Zealand,After Nines,19/04/2022,"US$10,024.00 ",84
Beverie Moffet,UK,Almond Choco,16/05/2022,"US$2,506.00 ",100
Oby Sorrel,Australia,Raspberry Choco,17/02/2022,"US$1,043.00 ",120
Dennison Crosswaite,USA,Raspberry Choco,18/01/2022,"US$6,524.00 ",257
Roddy Speechley,Canada,Orange Choco,09/02/2022,"US$8,148.00 ",85
Mallorie Waber,Canada,Orange Choco,23/03/2022,"US$3,577.00 ",178
Madelene Upcott,New Zealand,Caramel Stuffed Bars,01/02/2022,"US$3,374.00 ",151
Mallorie Waber,India,Drinking Coco,07/03/2022,"US$3,948.00 ",142
Ches Bonnell,UK,White Choc,03/01/2022,"US$3,269.00 ",226
Ches Bonnell,USA,White Choc,11/02/2022,"US$5,271.00 ",341
Dennison Crosswaite,New Zealand,Orange Choco,16/03/2022,"US$4,571.00 ",140
Dotty Strutley,India,White Choc,15/08/2022,"US$12,327.00 ",330
Gigi Bohling,India,Manuka Honey Choco,12/05/2022,"US$4,935.00 ",73
Van Tuxwell,India,Spicy Special Slims,11/04/2022,"US$6,167.00 ",4
Jan Morforth,New Zealand,Mint Chip Choco,30/06/2022,"US$18,340.00 ",285
Dotty Strutley,New Zealand,White Choc,15/06/2022,"US$7,014.00 ",60
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,01/08/2022,"US$7,119.00 ",101
Kaine Padly,USA,Milk Bars,15/06/2022,"US$15,491.00 ",58
Brien Boise,India,After Nines,16/06/2022,"US$5,747.00 ",45
Oby Sorrel,New Zealand,Raspberry Choco,13/05/2022,"US$4,550.00 ",281
Dennison Crosswaite,USA,Drinking Coco,10/05/2022,"US$2,191.00 ",138
Oby Sorrel,India,Eclairs,25/08/2022,"US$5,663.00 ",322
Ches Bonnell,New Zealand,Organic Choco Syrup,15/07/2022,"US$7,623.00 ",85
Gigi Bohling,UK,Baker's Choco Chips,16/05/2022,"US$9,023.00 ",409
Jan Morforth,Australia,50% Dark Bites,14/06/2022,"US$3,402.00 ",182
Beverie Moffet,Australia,Smooth Sliky Salty,25/01/2022,"US$10,507.00 ",467
Ches Bonnell,USA,Organic Choco Syrup,28/07/2022,"US$7,721.00 ",14
Brien Boise,Canada,Mint Chip Choco,28/01/2022,"US$5,033.00 ",178
Kaine Padly,UK,Orange Choco,29/06/2022,"US$1,960.00 ",191
Karlen McCaffrey,Australia,70% Dark Bites,24/06/2022,US$238.00 ,317
Gunar Cockshoot,Canada,Mint Chip Choco,01/07/2022,"US$7,756.00 ",410
Roddy Speechley,USA,Peanut Butter Cubes,25/02/2022,"US$1,736.00 ",137
Curtice Advani,Canada,Smooth Sliky Salty,01/08/2022,"US$2,660.00 ",12
Oby Sorrel,Australia,Milk Bars,21/06/2022,"US$7,672.00 ",254
Camilla Castle,New Zealand,Spicy Special Slims,25/01/2022,"US$11,564.00 ",24
Gigi Bohling,UK,Milk Bars,17/05/2022,"US$1,365.00 ",232
Andria Kimpton,Australia,85% Dark Bars,23/08/2022,"US$4,186.00 ",233
Camilla Castle,Australia,Smooth Sliky Salty,03/03/2022,"US$7,406.00 ",118
Roddy Speechley,India,Caramel Stuffed Bars,30/05/2022,"US$8,911.00 ",543
Karlen McCaffrey,USA,Drinking Coco,29/06/2022,US$112.00 ,223
Andria Kimpton,Canada,Organic Choco Syrup,04/01/2022,"US$8,204.00 ",204
Jehu Rudeforth,Australia,Drinking Coco,14/01/2022,"US$2,611.00 ",65
Karlen McCaffrey,USA,Mint Chip Choco,15/02/2022,"US$15,652.00 ",53
Curtice Advani,New Zealand,Spicy Special Slims,10/01/2022,"US$4,074.00 ",469
Madelene Upcott,USA,White Choc,04/05/2022,"US$12,250.00 ",213
Andria Kimpton,USA,Spicy Special Slims,23/05/2022,"US$2,366.00 ",5
Barr Faughny,New Zealand,Fruit & Nut Bars,26/04/2022,"US$1,687.00 ",147
Oby Sorrel,Canada,Organic Choco Syrup,05/07/2022,"US$1,232.00 ",74
Madelene Upcott,UK,Organic Choco Syrup,21/07/2022,"US$6,965.00 ",163
Dotty Strutley,USA,Mint Chip Choco,21/02/2022,"US$5,292.00 ",248
Kelci Walkden,USA,Orange Choco,03/02/2022,"US$1,379.00 ",138
Gigi Bohling,Australia,Caramel Stuffed Bars,08/07/2022,"US$8,001.00 ",151
Mallorie Waber,India,50% Dark Bites,31/05/2022,US$588.00 ,139
Van Tuxwell,New Zealand,Mint Chip Choco,27/06/2022,"US$4,046.00 ",103
Van Tuxwell,India,50% Dark Bites,13/05/2022,"US$5,103.00 ",129
Van Tuxwell,USA,Manuka Honey Choco,31/05/2022,"US$2,317.00 ",102
Wilone O'Kielt,USA,Orange Choco,28/02/2022,"US$7,042.00 ",37
Barr Faughny,New Zealand,Eclairs,28/03/2022,"US$6,713.00 ",31
Gigi Bohling,USA,After Nines,14/01/2022,"US$1,848.00 ",227
Barr Faughny,New Zealand,Mint Chip Choco,21/02/2022,"US$6,440.00 ",145
Dennison Crosswaite,Canada,85% Dark Bars,01/08/2022,"US$10,885.00 ",90
Beverie Moffet,New Zealand,Smooth Sliky Salty,19/05/2022,"US$2,387.00 ",59
Husein Augar,USA,White Choc,13/07/2022,"US$2,030.00 ",60
Andria Kimpton,Australia,Peanut Butter Cubes,20/04/2022,"US$6,678.00 ",148
Dennison Crosswaite,India,85% Dark Bars,30/06/2022,"US$4,515.00 ",22
Curtice Advani,UK,50% Dark Bites,08/03/2022,"US$3,374.00 ",142
Gunar Cockshoot,USA,Fruit & Nut Bars,09/03/2022,"US$5,852.00 ",93
Oby Sorrel,Canada,Raspberry Choco,16/06/2022,"US$1,750.00 ",208
Gigi Bohling,UK,Drinking Coco,30/06/2022,"US$5,782.00 ",42
Kelci Walkden,India,Mint Chip Choco,28/07/2022,"US$2,870.00 ",120
Karlen McCaffrey,Canada,Peanut Butter Cubes,12/08/2022,"US$3,094.00 ",159
Barr Faughny,UK,Mint Chip Choco,07/07/2022,"US$3,724.00 ",316
Barr Faughny,USA,85% Dark Bars,25/08/2022,"US$12,761.00 ",47
Husein Augar,Canada,Eclairs,17/01/2022,"US$3,696.00 ",233
Jan Morforth,Australia,70% Dark Bites,04/03/2022,"US$5,222.00 ",384
Marney O'Breen,New Zealand,Fruit & Nut Bars,25/08/2022,"US$8,939.00 ",4
Ches Bonnell,UK,Peanut Butter Cubes,15/04/2022,"US$2,156.00 ",260
Kaine Padly,USA,Organic Choco Syrup,11/03/2022,"US$2,380.00 ",22
Camilla Castle,USA,Raspberry Choco,20/05/2022,"US$3,339.00 ",18
Brien Boise,New Zealand,Manuka Honey Choco,14/06/2022,"US$14,980.00 ",42
Jehu Rudeforth,New Zealand,After Nines,14/04/2022,"US$1,512.00 ",73
Jehu Rudeforth,USA,Smooth Sliky Salty,07/07/2022,"US$6,657.00 ",154
Madelene Upcott,India,Mint Chip Choco,24/08/2022,"US$3,836.00 ",71
Jehu Rudeforth,India,Eclairs,24/02/2022,"US$8,771.00 ",127
Karlen McCaffrey,Canada,Raspberry Choco,09/05/2022,US$651.00 ,224
Kaine Padly,Australia,70% Dark Bites,08/02/2022,"US$6,706.00 ",223
Roddy Speechley,UK,70% Dark Bites,24/03/2022,"US$1,421.00 ",284
Rafaelita Blaksland,USA,Drinking Coco,20/06/2022,"US$8,526.00 ",73
Mallorie Waber,Canada,Manuka Honey Choco,07/03/2022,"US$1,435.00 ",112
Kaine Padly,Australia,Fruit & Nut Bars,20/06/2022,"US$7,434.00 ",85
Oby Sorrel,New Zealand,Organic Choco Syrup,17/02/2022,"US$15,316.00 ",270
Madelene Upcott,UK,99% Dark & Pure,26/01/2022,"US$10,479.00 ",45
Madelene Upcott,Australia,Mint Chip Choco,02/05/2022,"US$2,751.00 ",153
Curtice Advani,Canada,99% Dark & Pure,07/07/2022,"US$12,586.00 ",7
Rafaelita Blaksland,Australia,Baker's Choco Chips,22/08/2022,"US$2,786.00 ",51
Karlen McCaffrey,Australia,After Nines,11/08/2022,"US$2,303.00 ",67
Marney O'Breen,UK,99% Dark & Pure,13/01/2022,"US$8,113.00 ",194
Gunar Cockshoot,Australia,50% Dark Bites,02/03/2022,"US$12,271.00 ",116
Marney O'Breen,Australia,Choco Coated Almonds,27/07/2022,"US$11,298.00 ",41
Kelci Walkden,New Zealand,Drinking Coco,10/03/2022,"US$15,855.00 ",111
Beverie Moffet,USA,85% Dark Bars,23/08/2022,"US$12,404.00 ",334
Roddy Speechley,USA,Eclairs,25/04/2022,"US$3,990.00 ",155
Dennison Crosswaite,UK,Milk Bars,07/03/2022,"US$10,808.00 ",407
Wilone O'Kielt,UK,Organic Choco Syrup,12/07/2022,"US$4,858.00 ",52
Madelene Upcott,USA,Orange Choco,16/05/2022,"US$7,742.00 ",138
Gunar Cockshoot,India,Smooth Sliky Salty,02/03/2022,"US$3,752.00 ",70
Marney O'Breen,New Zealand,85% Dark Bars,30/05/2022,"US$1,218.00 ",149
Marney O'Breen,UK,Manuka Honey Choco,10/06/2022,"US$10,983.00 ",179
Brien Boise,USA,99% Dark & Pure,25/07/2022,"US$6,769.00 ",353
Beverie Moffet,New Zealand,Mint Chip Choco,09/06/2022,"US$4,361.00 ",97
Dennison Crosswaite,USA,Milk Bars,12/05/2022,US$777.00 ,60
Gunar Cockshoot,USA,Drinking Coco,09/05/2022,"US$3,843.00 ",5
Brien Boise,Canada,Manuka Honey Choco,09/08/2022,"US$6,930.00 ",182
Van Tuxwell,India,Choco Coated Almonds,13/04/2022,"US$5,733.00 ",114
Andria Kimpton,USA,Caramel Stuffed Bars,02/05/2022,"US$8,393.00 ",46
Dotty Strutley,USA,99% Dark & Pure,09/08/2022,"US$3,822.00 ",320
Camilla Castle,Australia,Raspberry Choco,23/08/2022,"US$6,342.00 ",178
Gunar Cockshoot,India,Spicy Special Slims,13/05/2022,"US$6,510.00 ",170
Karlen McCaffrey,USA,Manuka Honey Choco,01/02/2022,"US$10,171.00 ",67
Camilla Castle,USA,50% Dark Bites,23/06/2022,"US$5,908.00 ",301
Madelene Upcott,UK,Choco Coated Almonds,24/05/2022,"US$10,164.00 ",134
Jan Morforth,Canada,Mint Chip Choco,01/04/2022,"US$1,064.00 ",211
Camilla Castle,Canada,70% Dark Bites,27/07/2022,"US$9,716.00 ",151
Ches Bonnell,India,Peanut Butter Cubes,27/01/2022,"US$22,050.00 ",208
Jan Morforth,India,Choco Coated Almonds,12/08/2022,"US$2,541.00 ",134
Gigi Bohling,Canada,Almond Choco,01/02/2022,"US$9,989.00 ",49
Rafaelita Blaksland,India,After Nines,02/03/2022,"US$4,739.00 ",204
Kelci Walkden,Australia,99% Dark & Pure,30/06/2022,"US$3,185.00 ",34
Dotty Strutley,Australia,Spicy Special Slims,17/01/2022,"US$8,225.00 ",91
Brien Boise,USA,Milk Bars,07/07/2022,"US$14,301.00 ",130
Mallorie Waber,New Zealand,Mint Chip Choco,31/01/2022,"US$1,316.00 ",107
Beverie Moffet,UK,99% Dark & Pure,10/08/2022,"US$3,486.00 ",121
Beverie Moffet,USA,Peanut Butter Cubes,18/08/2022,"US$13,930.00 ",339
Brien Boise,New Zealand,White Choc,15/06/2022,"US$5,509.00 ",321
Marney O'Breen,USA,Baker's Choco Chips,26/01/2022,"US$8,470.00 ",9
Kelci Walkden,USA,Spicy Special Slims,29/04/2022,US$77.00 ,69
Mallorie Waber,Canada,White Choc,03/03/2022,"US$3,381.00 ",72
Kaine Padly,Australia,Almond Choco,22/02/2022,"US$4,102.00 ",392
Oby Sorrel,USA,Smooth Sliky Salty,04/03/2022,"US$3,577.00 ",158
Dennison Crosswaite,India,Smooth Sliky Salty,07/07/2022,"US$2,975.00 ",9
Camilla Castle,New Zealand,Caramel Stuffed Bars,17/06/2022,"US$4,137.00 ",347
Jan Morforth,Canada,Caramel Stuffed Bars,02/08/2022,"US$9,541.00 ",114
Oby Sorrel,USA,Baker's Choco Chips,12/08/2022,"US$8,001.00 ",120
Madelene Upcott,New Zealand,Peanut Butter Cubes,28/01/2022,"US$5,152.00 ",333
Kelci Walkden,Australia,Orange Choco,29/04/2022,"US$11,116.00 ",432
Marney O'Breen,Australia,Manuka Honey Choco,05/04/2022,"US$13,076.00 ",236
Kaine Padly,Canada,Manuka Honey Choco,18/01/2022,"US$10,213.00 ",135
Jehu Rudeforth,UK,Baker's Choco Chips,16/05/2022,"US$2,485.00 ",97
Kelci Walkden,Australia,White Choc,24/08/2022,"US$8,715.00 ",168
Curtice Advani,India,85% Dark Bars,18/01/2022,US$273.00 ,402
Kaine Padly,USA,Eclairs,22/08/2022,"US$7,623.00 ",10
Gunar Cockshoot,UK,99% Dark & Pure,07/03/2022,US$7.00 ,84
Beverie Moffet,UK,Choco Coated Almonds,04/03/2022,"US$3,010.00 ",69
Dotty Strutley,Canada,Manuka Honey Choco,22/04/2022,"US$11,550.00 ",111
Kaine Padly,Australia,Milk Bars,09/06/2022,"US$4,046.00 ",89
Jan Morforth,Canada,Fruit & Nut Bars,25/07/2022,"US$8,904.00 ",199
Jan Morforth,India,Smooth Sliky Salty,03/08/2022,"US$11,298.00 ",89
Rafaelita Blaksland,Australia,Manuka Honey Choco,03/08/2022,"US$4,396.00 ",131
Jehu Rudeforth,UK,Milk Bars,03/05/2022,"US$12,068.00 ",227
Husein Augar,Canada,After Nines,19/01/2022,"US$9,772.00 ",301
Roddy Speechley,USA,50% Dark Bites,11/02/2022,"US$10,458.00 ",316
Van Tuxwell,India,Almond Choco,14/06/2022,"US$6,426.00 ",390
Kelci Walkden,USA,50% Dark Bites,23/03/2022,"US$6,188.00 ",223
Madelene Upcott,Canada,85% Dark Bars,17/02/2022,"US$7,504.00 ",101
Dennison Crosswaite,Canada,Smooth Sliky Salty,17/03/2022,"US$1,750.00 ",479
Mallorie Waber,Australia,Spicy Special Slims,29/06/2022,"US$5,439.00 ",287
Ches Bonnell,Canada,Choco Coated Almonds,24/08/2022,"US$15,547.00 ",269
Gigi Bohling,Canada,Spicy Special Slims,04/07/2022,"US$11,956.00 ",277
Roddy Speechley,New Zealand,Almond Choco,28/03/2022,"US$2,723.00 ",67
Curtice Advani,India,Smooth Sliky Salty,19/04/2022,"US$19,327.00 ",135
Ches Bonnell,New Zealand,Mint Chip Choco,18/01/2022,"US$9,058.00 ",229
Van Tuxwell,New Zealand,Fruit & Nut Bars,17/01/2022,"US$2,996.00 ",88
Andria Kimpton,New Zealand,Mint Chip Choco,15/02/2022,"US$8,848.00 ",211
Andria Kimpton,UK,Milk Bars,11/02/2022,"US$14,336.00 ",293
Camilla Castle,USA,Manuka Honey Choco,21/03/2022,"US$16,401.00 ",179
Gunar Cockshoot,New Zealand,Almond Choco,05/01/2022,"US$5,173.00 ",129
Brien Boise,India,Raspberry Choco,30/05/2022,"US$6,328.00 ",164
Jehu Rudeforth,USA,99% Dark & Pure,04/01/2022,"US$2,534.00 ",219
Beverie Moffet,Australia,Fruit & Nut Bars,22/04/2022,"US$1,435.00 ",258
Gigi Bohling,Canada,Milk Bars,10/02/2022,"US$3,052.00 ",116
Dotty Strutley,India,Spicy Special Slims,12/08/2022,US$910.00 ,204
Gunar Cockshoot,USA,Organic Choco Syrup,10/08/2022,"US$2,331.00 ",321
Kelci Walkden,Australia,Raspberry Choco,07/06/2022,US$679.00 ,56
Jehu Rudeforth,India,Baker's Choco Chips,06/06/2022,"US$2,086.00 ",74
Karlen McCaffrey,New Zealand,Baker's Choco Chips,05/04/2022,"US$5,012.00 ",189
Wilone O'Kielt,USA,50% Dark Bites,18/04/2022,"US$4,501.00 ",131
Andria Kimpton,India,50% Dark Bites,31/01/2022,"US$13,482.00 ",15
Madelene Upcott,USA,Baker's Choco Chips,22/08/2022,"US$5,621.00 ",140
Jehu Rudeforth,Australia,99% Dark & Pure,25/02/2022,"US$10,486.00 ",198
Jan Morforth,Australia,Mint Chip Choco,22/02/2022,"US$17,626.00 ",103
Oby Sorrel,New Zealand,Milk Bars,12/01/2022,"US$4,494.00 ",187
Brien Boise,UK,Almond Choco,25/05/2022,US$105.00 ,125
Kelci Walkden,India,Smooth Sliky Salty,01/02/2022,"US$2,464.00 ",8
Rafaelita Blaksland,UK,Eclairs,27/04/2022,"US$1,379.00 ",70
Gigi Bohling,USA,Smooth Sliky Salty,22/07/2022,"US$2,583.00 ",126
Curtice Advani,New Zealand,Mint Chip Choco,26/01/2022,"US$3,220.00 ",265
Curtice Advani,USA,Mint Chip Choco,24/08/2022,"US$4,802.00 ",296
Madelene Upcott,New Zealand,Fruit & Nut Bars,18/01/2022,"US$5,677.00 ",21
Karlen McCaffrey,India,85% Dark Bars,30/03/2022,US$945.00 ,83
Ches Bonnell,Australia,Caramel Stuffed Bars,17/01/2022,"US$8,757.00 ",162
Kelci Walkden,USA,Fruit & Nut Bars,17/02/2022,"US$4,816.00 ",145
Kelci Walkden,Canada,Peanut Butter Cubes,08/04/2022,"US$7,532.00 ",44
Gigi Bohling,Canada,Drinking Coco,06/07/2022,"US$3,549.00 ",82
Husein Augar,India,Fruit & Nut Bars,04/04/2022,"US$4,340.00 ",226
Jan Morforth,New Zealand,Organic Choco Syrup,02/03/2022,"US$1,799.00 ",207
Gigi Bohling,New Zealand,Raspberry Choco,09/08/2022,"US$1,127.00 ",176
Dennison Crosswaite,Australia,Milk Bars,09/06/2022,"US$10,038.00 ",286
Ches Bonnell,UK,Caramel Stuffed Bars,02/06/2022,"US$2,926.00 ",300
Van Tuxwell,USA,Fruit & Nut Bars,05/07/2022,"US$6,279.00 ",235
Andria Kimpton,Canada,Eclairs,11/08/2022,US$308.00 ,125
Madelene Upcott,India,Choco Coated Almonds,11/02/2022,"US$3,500.00 ",145
Kelci Walkden,New Zealand,Spicy Special Slims,11/08/2022,US$658.00 ,65
Roddy Speechley,Australia,Drinking Coco,12/05/2022,"US$12,565.00 ",102
Wilone O'Kielt,USA,Milk Bars,15/07/2022,"US$5,012.00 ",93
Andria Kimpton,India,Organic Choco Syrup,18/01/2022,"US$3,955.00 ",134
Madelene Upcott,UK,Fruit & Nut Bars,05/01/2022,"US$8,512.00 ",189
Curtice Advani,Australia,50% Dark Bites,29/06/2022,US$504.00 ,232
Brien Boise,Canada,Raspberry Choco,14/06/2022,"US$2,800.00 ",45
Gunar Cockshoot,India,Mint Chip Choco,08/08/2022,"US$4,256.00 ",67
Dennison Crosswaite,India,Mint Chip Choco,23/03/2022,"US$13,573.00 ",138
Barr Faughny,India,Caramel Stuffed Bars,04/01/2022,"US$6,566.00 ",99
Brien Boise,India,Milk Bars,22/02/2022,"US$13,503.00 ",251
Beverie Moffet,UK,Spicy Special Slims,17/02/2022,"US$8,680.00 ",252
Barr Faughny,USA,Almond Choco,03/02/2022,US$385.00 ,78
Van Tuxwell,Canada,Raspberry Choco,17/03/2022,"US$1,267.00 ",130
Wilone O'Kielt,Australia,Baker's Choco Chips,25/01/2022,"US$2,961.00 ",154
Brien Boise,Australia,Milk Bars,27/07/2022,"US$1,981.00 ",52
Husein Augar,Australia,Fruit & Nut Bars,28/01/2022,"US$7,959.00 ",53
Madelene Upcott,Australia,Organic Choco Syrup,05/07/2022,"US$10,794.00 ",50
Van Tuxwell,India,White Choc,15/03/2022,"US$1,897.00 ",44
Gunar Cockshoot,Canada,After Nines,04/08/2022,"US$2,744.00 ",200
Jan Morforth,USA,Fruit & Nut Bars,27/06/2022,"US$4,382.00 ",361
Jan Morforth,Canada,After Nines,13/07/2022,"US$4,515.00 ",172
Barr Faughny,New Zealand,Manuka Honey Choco,24/02/2022,"US$5,474.00 ",239
Karlen McCaffrey,New Zealand,85% Dark Bars,28/06/2022,"US$6,069.00 ",55
Oby Sorrel,Australia,85% Dark Bars,30/06/2022,"US$6,944.00 ",27
Curtice Advani,Canada,Choco Coated Almonds,18/08/2022,"US$5,859.00 ",7
Kaine Padly,India,70% Dark Bites,24/01/2022,"US$12,173.00 ",301
Beverie Moffet,USA,White Choc,11/03/2022,"US$5,292.00 ",134
Ches Bonnell,New Zealand,After Nines,23/06/2022,"US$5,705.00 ",350
Husein Augar,India,Spicy Special Slims,22/08/2022,"US$2,492.00 ",33
Gunar Cockshoot,Canada,50% Dark Bites,04/01/2022,"US$3,024.00 ",23
Curtice Advani,India,Milk Bars,05/04/2022,"US$3,437.00 ",201
Beverie Moffet,India,Milk Bars,15/04/2022,"US$1,869.00 ",323
